[2025-03-21 10:10:26] INFO:src.trade:load config = None
[2025-03-21 10:12:03] INFO:src.trade:load config = None
[2025-03-21 10:35:23] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:26] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:29] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:32] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:35] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:38] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:41] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:44] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:47] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:50] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:53] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:56] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:35:59] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:02] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:05] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:08] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:11] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:14] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:17] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:20] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:23] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:26] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:29] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:32] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:35] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:38] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:41] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:44] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:47] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:50] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:53] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:56] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:36:59] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:02] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:05] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:08] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:11] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:14] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:17] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:20] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:23] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:26] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:29] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:32] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:35] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:38] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:41] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:44] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:47] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:50] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:53] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:56] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:37:59] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:02] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:05] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:08] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:11] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:14] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:17] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:20] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:23] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:26] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:29] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:32] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:35] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:38] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:41] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:44] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:47] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:50] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:53] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:56] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:38:59] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:02] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:05] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:08] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:11] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:14] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:17] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:20] ERROR:__main__:name 'trade' is not defined
[2025-03-21 10:39:23] ERROR:__main__:name 'trade' is not defined
